uni_code,prog_code,course_name,2016_cut_off,2015_cut_off,2014_cut_off,cluster
CIT,1067746,Diploma in Supply Chain Management,,,,7
CIT,1067751,Diploma in Business Management,,,,7
CIT,1067753,Diploma in Business Administration,,,,7
CIT,1067757,Diploma in Tourism Management,,,,2
CIT,1067758,Diploma in Information Communication Technology,,,,9
CIT,1067789,Diploma in Human Resource Management,,,,3
CIT,1067790,Diploma in Dietetic Management,,,,20
CIT,1067810,Diploma in Cooperative Management,,,,7
CIT,1067853,Diploma in Computer Studies,,,,11
CIT,1067876,Diploma in Building Engineering Technology,,,,9
CIT,1067917,Diploma in Electrical and Electronics Engineering (Power),,,,9
CIT,1067980,Diploma in Early Childhood Development,,,,3
ELDO POLY,1237552,Diploma in Community Development and Social Work,,,,3
ELDO POLY,1237555,Diploma in Sales and Marketing,,,,7
ELDO POLY,1237556,Diploma in Food & Beverages Production,,,,20
ELDO POLY,1237601,Diploma in Accountancy,,,,7
ELDO POLY,1237655,Diploma in Marketing,,,,7
ELDO POLY,1237687,Diploma in Catering & Accommodation Management,,,,2
ELDO POLY,1237701,Diploma in Automotive Engineering,,,,9
ELDO POLY,1237702,Diploma in Architecture,,,,10
ELDO POLY,1237706,Diploma in Civil Engineering,,,,9
ELDO POLY,1237708,Diploma in Mechanical Engineering (Plant),,,,9
ELDO POLY,1237711,Diploma in Applied Biology,,,,18
ELDO POLY,1237714,Diploma in Analytical Chemistry,,,,9
ELDO POLY,1237716,Diploma in Computer Studies,,,,11
ELDO POLY,1237717,Diploma in Electrical & Electronics Engineering (Telecommunication Option),,,,9
ELDO POLY,1237722,Diploma in General Agriculture,,,,20
ELDO POLY,1237724,Diploma in Food Science Technology,,,,20
ELDO POLY,1237726,Diploma in Guidance and Counselling,,,,5
ELDO POLY,1237727,Diploma in Project Management,,,,3
ELDO POLY,1237734,Diploma in Transport Management,,,,9
ELDO POLY,1237736,Diploma in Tour Guiding,,,,2
ELDO POLY,1237741,Diploma in Banking & Finance,,,,7
ELDO POLY,1237746,Diploma in Supplies Chain Management,,,,7
ELDO POLY,1237751,Diploma in Business Management,,,,7
ELDO POLY,1237757,Diploma in Tourism Management,,,,2
ELDO POLY,1237758,Diploma in Information Communication Technology,,,,9
ELDO POLY,1237764,Diploma in Applied Statistics,,,,7
ELDO POLY,1237789,Diploma in Human Resource Management,,,,3
ELDO POLY,1237793,Diploma in Pharmaceutical Technology,,,,18
ELDO POLY,1237794,Diploma in Medical Laboratory Sciences,,,,18
ELDO POLY,1237795,Diploma in Medical Engineering,,,,9
ELDO POLY,1237796,Diploma in Nutrition & Dietetic Management,,,,20
ELDO POLY,1237799,Diploma in Chemical Engineering,,,,9
ELDO POLY,1237803,Diploma in Land Surveying,,,,9
ELDO POLY,1237808,Diploma in Mechanical Engineering (Production),,,,9
ELDO POLY,1237810,Diploma in Cooperative Management,,,,7
ELDO POLY,1237817,Diploma in Electrical & Electronics Engineering (Control & Instrumentation),,,,9
ELDO POLY,1237876,Diploma Building Technology,,,,10
ELDO POLY,1237901,Diploma in Secretarial Studies,,,,3
ELDO POLY,1237908,Diploma in Mechanical Engineering (Automotive),,,,9
ELDO POLY,1237928,Diploma in Electrical & Electronics Engineering (Power Option),,,,9
ELDO POLY,1237933,Diploma in Information Studies,,,,2
ELDO POLY,1237976,Diploma in Petroleum and Geoscience,,,,9
ELDO POLY,1237987,Diploma in Entrepreneurship Development,,,,12
EMINING TTI,1245701,Diploma in Automotive Engineering,,,,9
EMINING TTI,1245708,Diploma in Mechanical Engineering,,,,9
EMINING TTI,1245722,Diploma in General Agriculture,,,,20
EMINING TTI,1245746,Diploma in Supply Chain Management,,,,7
EMINING TTI,1245751,Diploma in Business Management,,,,7
EMINING TTI,1245758,Diploma in Information Communication Technology,,,,9
FCK,1051552,Diploma in Social Work and Community Development,,,,3
FCK,1051555,Diploma in Sales and Marketing,,,,7
FCK,1051556,Diploma in Food and Beverage Management,,,,20
FCK,1051557,Diploma in Fashion Design and Garment Making Technology,,,,15
FCK,1051601,Diploma in Accountancy,,,,7
FCK,1051701,Diploma in Automotive Engineering,,,,9
FCK,1051708,Diploma in Mechanical Engineering,,,,9
FCK,1051711,Diploma in Applied Biology,,,,18
FCK,1051714,Diploma in Analytical Chemistry,,,,9
FCK,1051724,Diploma in Food Science and Technology,,,,20
FCK,1051746,Diploma in Supply Chain Management,,,,7
FCK,1051751,Diploma in Business Management,,,,7
FCK,1051758,Diploma in Information Communication Technology,,,,9
FCK,1051789,Diploma in Human Resource Management,,,,3
FCK,1051790,Diploma in Dietetics Management,,,,20
FCK,1051853,Diploma in Computer Studies,,,,11
FCK,1051901,Diploma in Secretarial Studies,,,,3
FCK,1051917,Diploma in Electrical and Electronics Engineering,,,,9
FCK,1051933,Diploma in Information Studies,,,,2
GUSII TI,1065552,Diploma in Social Work & Community Development,,,,3
GUSII TI,1065555,Diploma in Sales & Marketing,,,,7
GUSII TI,1065556,"Diploma in Food & Beverage Prod,sales & Services Management",,,,20
GUSII TI,1065557,Diploma in Clothing & Textile,,,,15
GUSII TI,1065701,Diploma in Automotive Engineering,,,,9
GUSII TI,1065706,Diploma in Civil Engineering,,,,9
GUSII TI,1065711,Diploma in Applied Biology,,,,18
GUSII TI,1065713,Diploma in Environmental Sciences,,,,20
GUSII TI,1065714,Diploma in Analytical Chemistry,,,,9
GUSII TI,1065717,Diploma in Electrical and Electronics (Telecommunication),,,,9
GUSII TI,1065722,Diploma in Agriculture,,,,20
GUSII TI,1065724,Diploma in Food Science and Technology,,,,20
GUSII TI,1065746,Diploma in Supply Chain Management,,,,7
GUSII TI,1065750,Diploma in Information Science,,,,11
GUSII TI,1065751,Diploma in Business Management,,,,7
GUSII TI,1065758,Diploma in Information Communication Technology,,,,9
GUSII TI,1065789,Diploma in Personnel Management,,,,3
GUSII TI,1065793,Diploma in Pharmaceutical Technology,,,,18
GUSII TI,1065794,Diploma in Medical Laboratory Science,,,,18
GUSII TI,1065795,Diploma in Medical Engineering,,,,9
GUSII TI,1065808,Diploma in Mechanical Engineering (Production),,,,9
GUSII TI,1065810,Diploma in Co-operative Management,,,,7
GUSII TI,1065876,Diploma in Building Technology,,,,10
GUSII TI,1065901,Diploma in Secretarial Studies,,,,3
GUSII TI,1065917,Diploma in Electrical and Electronics (Power),,,,9
KABETE TTI,1064552,Diploma in Social Work & Community Development,,,,3
KABETE TTI,1064555,Diploma in Sales & Marketing,,,,7
KABETE TTI,1064701,Diploma in Automotive Engineering,,,,9
KABETE TTI,1064702,Diploma in Architecture,,,,10
KABETE TTI,1064706,Diploma in Civil Engineering,,,,9
KABETE TTI,1064708,Diploma in Mechanical Engineering (Plant),,,,9
KABETE TTI,1064711,Diploma in Applied Biology,,,,18
KABETE TTI,1064714,Diploma in Analytical Chemistry,,,,9
KABETE TTI,1064717,Diploma in Electrical & Electronic Engineering (Telecommunication),,,,9
KABETE TTI,1064727,Diploma in Project Management,,,,3
KABETE TTI,1064741,Diploma in Banking and Finance,,,,7
KABETE TTI,1064746,Diploma in Supplies Chain Management,,,,7
KABETE TTI,1064751,Diploma in Business Management,,,,7
KABETE TTI,1064758,Diploma in Information Communication Technology,,,,9
KABETE TTI,1064789,Diploma in Human Resource Management,,,,3
KABETE TTI,1064793,Diploma in Pharmaceutical Technology,,,,18
KABETE TTI,1064808,Diploma in Mechanical Engineering (Production),,,,9
KABETE TTI,1064810,Diploma in Co-operative Management,,,,7
KABETE TTI,1064876,Diploma in Building Technology,,,,10
KABETE TTI,1064883,Diploma in Medical Laboratory Technology,,,,18
KABETE TTI,1064901,Diploma in Secretarial Studies,,,,3
KABETE TTI,1064917,Diploma in Electrical Engineering (Power),,,,9
KAGUMO TTC,1399345,Diploma in Teacher Education (Agriculture/biology),,,,13
KAGUMO TTC,1399346,Diploma in Teacher Education (Biology / Chemistry),,,,13
KAGUMO TTC,1399347,Diploma in Teacher Education (Chemistry/mathematics),,,,13
KAGUMO TTC,1399348,Diploma in Teacher Education (Physics/chemistry),,,,13
KAGUMO TTC,1399349,Diploma in Teacher Education (Physics/mathematics),,,,13
KAGUMO TTC,1399350,Diploma in Teacher Education (Biology/mathematics),,,,13
KAGUMO TTC,1399351,Diploma in Teacher Education (Physics/computer),,,,13
KAGUMO TTC,1399902,Diploma in Teacher Education (English / Cre),,,,3
KAGUMO TTC,1399903,Diploma in Teacher Education (English / History),,,,3
KAGUMO TTC,1399905,Diploma in Teacher Education (Kiswahili/history),,,,3
KAGUMO TTC,1399906,Diploma in Teacher Education (Mathematics/computer),,,,13
KAGUMO TTC,1399908,Diploma in Teacher Education (History / Cre),,,,3
KAGUMO TTC,1399910,Diploma in Teacher Education (Mathematics/business Studies),,,,3
KAGUMO TTC,1399911,Diploma in Teacher Education (Kiswahili/geography),,,,3
KAGUMO TTC,1399912,Diploma in Teacher Education (Geography/business Studies),,,,3
KAGUMO TTC,1399958,Diploma in Teacher Education (German/ English),,,,3
KAGUMO TTC,1399962,Diploma in Teacher Education (Music/english),,,,3
KAGUMO TTC,1399963,Diploma in Teacher Education (Music/kiswahili),,,,3
KAGUMO TTC,1399964,Diploma in Teacher Education (Art and Design / English),,,,3
KAGUMO TTC,1399965,Diploma in Teacher Education (Art and Design / Kiswahili),,,,3
KAGUMO TTC,1399967,Diploma in Teacher Education (French/english),,,,3
KAGUMO TTC,1399971,Diploma in Teacher Education (Ire With Arabic),,,,3
KAGUMO TTC,1399972,Diploma in Teacher Education (Ire With English),,,,3
KAGUMO TTC,1399983,Diploma in Teacher Education (Physics / Computer Studies),,,,3
KAGUMO TTC,1399984,Diploma in Teacher Education (Agriculture / Chemistry),,,,3
KAREN TTI,1440556,"Diploma in Food & Beverage Prod,sales & Services Management",,,,20
KAREN TTI,1440557,Diploma in Fashion Design & Garment Making,,,,15
KAREN TTI,1440687,Diploma in Catering & Accommodation Management,,,,2
KAREN TTI,1440701,Diploma in Automotive Engineering,,,,9
KAREN TTI,1440722,Diploma in Agriculture,,,,20
KAREN TTI,1440758,Diploma in Information Communication Technology,,,,9
KAREN TTI,1440771,Diploma in Community Development,,,,3
KAREN TTI,1440876,Diploma in Building Construction Technology,,,,10
KAREN TTI,1440917,Diploma in Electrical & Electronic Engineering (Power),,,,9
KEROKA TTI,1227557,Diploma in Fashion & Garment Making,,,,15
KEROKA TTI,1227701,Diploma in Automotive Engineering,,,,9
KEROKA TTI,1227706,Diploma in Civil Engineering,,,,9
KEROKA TTI,1227731,Diploma in Electronics,,,,9
KEROKA TTI,1227746,Diploma in Supplies Chain Management,,,,7
KEROKA TTI,1227751,Diploma in Business Management,,,,7
KEROKA TTI,1227758,Diploma in Information Communication Technology,,,,9
KEROKA TTI,1227789,Diploma in Human Resource Management,,,,3
KEROKA TTI,1227808,Diploma in Mechanical Engineering (Production),,,,9
KEROKA TTI,1227876,Diploma in Building Technology,,,,10
KEROKA TTI,1227901,Diploma in Secretarial Studies,,,,3
KEROKA TTI,1227917,Diploma in Electrical Engineering (Power),,,,9
KIBABII TTC,1400510,Diploma in Teacher Education (Kiswahili / Christian Religious Education),,,,3
KIBABII TTC,1400511,Diploma in Teacher Education (English and Geography),,,,3
KIBABII TTC,1400512,Diploma in Teacher Education (Geography/ History),,,,3
KIBABII TTC,1400513,Diploma in Teacher Education (Geography/christian Religious Education),,,,3
KIBABII TTC,1400514,Diploma in Teacher Education (Maths / Geography),,,,3
KIBABII TTC,1400902,Diploma in Teacher Education (English and Christian Religious Education),,,,3
KIBABII TTC,1400903,Diploma in Teacher Education (English and History),,,,3
KIBABII TTC,1400904,"Diploma in Teacher Education (French With Either History, Geography, Cre, Ire or English)",,,,3
KIBABII TTC,1400905,Diploma in Teacher Education (Kiswahili / History),,,,3
KIBABII TTC,1400906,Diploma in Teacher Education (Mathematics/computer Studies),,,,13
KIBABII TTC,1400907,"Diploma in Teacher Education (Islamic Religious Education With Either
Arabic/kiswahili/geography/english/history)",,,,3
KIBABII TTC,1400908,Diploma in Teacher Education (History With Christian Religious Education),,,,3
KIBABII TTC,1400910,Diploma in Teacher Education (Mathematics / Business Studies),,,,3
KIBABII TTC,1400911,Diploma in Teacher Education (Kiswahili / Geography),,,,3
KIBABII TTC,1400912,Diploma in Teacher Education (Geography / Business Studies),,,,3
KIHBT,1445701,Diploma in Automotive Engineering,,,,9
KIHBT,1445702,Diploma in Architecture,,,,10
KIHBT,1445703,Diploma in Quantity Surveying,,,,10
KIHBT,1445706,Diploma in Civil Engineering,,,,9
KIHBT,1445708,Diploma in Mechanical Engineering (Plant Option),,,,9
KIHBT,1445716,Diploma in Computer Studies,,,,11
KIHBT,1445739,Diploma in Construction Plant Engineering,,,,9
KIHBT,1445748,Diploma in Highways Engineering,,,,9
KIHBT,1445758,Diploma in Information Communication Technology,,,,9
KIHBT,1445803,Diploma in Land Surveying,,,,9
KIHBT,1445876,Diploma in Building,,,,10
KIHBT,1445917,Diploma in Electrical & Electronic Engineering (Power Option),,,,9
KIIRUA TTI,1048557,Diploma in Clothing Technology,,,,15
KIIRUA TTI,1048607,Diploma in Electrical and Electronics,,,,9
KIIRUA TTI,1048655,Diploma in Marketing,,,,7
KIIRUA TTI,1048701,Diploma in Automotive Engineering,,,,9
KIIRUA TTI,1048706,Diploma in Building and Civil Engineering,,,,9
KIIRUA TTI,1048746,Diploma in Supply Chain Management,,,,7
KIIRUA TTI,1048751,Diploma in Business Management,,,,7
KIIRUA TTI,1048758,Diploma in Information Communication Technology,,,,9
KIIRUA TTI,1048789,Diploma in Human Resource,,,,3
KIIRUA TTI,1048810,Diploma in Co-operative Management,,,,7
KIST,1075552,Diploma in Social Work and Community Development,,,,3
KIST,1075555,Diploma in Sales and Marketing,,,,7
KIST,1075556,Diploma in Food and Beverage,,,,20
KIST,1075702,Diploma in Architecture,,,,10
KIST,1075703,Diploma in Quantity Surveying,,,,10
KIST,1075706,Diploma in Civil Engineering,,,,9
KIST,1075711,Diploma in Applied Biology,,,,18
KIST,1075713,Diploma in Environmental Science,,,,20
KIST,1075714,Diploma in Analytical Chemistry,,,,9
KIST,1075722,Diploma in General Agriculture,,,,20
KIST,1075737,Diploma in Baking Technology,,,,2
KIST,1075741,Diploma in Banking,,,,7
KIST,1075746,Diploma in Supply Chain Management,,,,7
KIST,1075751,Diploma in Business Management,,,,7
KIST,1075758,Diploma in Information Communication Technology,,,,9
KIST,1075763,Diploma in Counselling Psychology,,,,3
KIST,1075764,Diploma in Applied Statistics,,,,7
KIST,1075789,Diploma in Human Resource Management,,,,3
KIST,1075817,Diploma in Electrical and Electronics (Instrumentation),,,,9
KIST,1075864,Diploma in Nutrition & Dietetics,,,,20
KIST,1075876,Diploma in Building Technology,,,,10
KIST,1075928,Diploma in Electrical and Electronics Technology (Power),,,,9
KIST,1075930,Diploma in Electrical and Electronics Technology (Telecommunication),,,,9
KIST,1075989,Diploma in Entrepreneurship Development,,,,12
KISTVC,1085556,"Diploma in Food & Beverage Production,sales & Service Management",,,,20
KISTVC,1085601,Diploma in Accountancy,,,,7
KISTVC,1085711,Diploma in Applied Biology,,,,18
KISTVC,1085714,Diploma in Analytical Chemistry,,,,9
KISTVC,1085722,Diploma in General Agriculture,,,,20
KISTVC,1085746,Diploma in Supply Chain Management,,,,7
KISTVC,1085751,Diploma in Business Management,,,,7
KISTVC,1085758,Diploma in Information Communication Technology,,,,9
KISTVC,1085789,Diploma in Human Resource Management,,,,3
KISTVC,1085793,Diploma in Pharmaceutical Technology,,,,18
KISTVC,1085795,Diploma in Medical Engineering,,,,9
KISTVC,1085810,Diploma in Co-operative Management,,,,7
KISTVC,1085876,Diploma in Building Technology,,,,10
KISTVC,1085883,Diploma in Medical Laboratory Technology,,,,18
KISTVC,1085901,Diploma in Secretarial Studies,,,,3
KISTVC,1085908,Diploma in Mechanical Engineering (Automotive),,,,9
KISTVC,1085917,Diploma in Electrical & Electronic Engineering (Power),,,,9
KITALE TTI,1101552,Diploma in Social Work & Community Development,,,,3
KITALE TTI,1101555,Diploma in Sales & Marketing,,,,7
KITALE TTI,1101556,Diploma in Food & Beverage,,,,20
KITALE TTI,1101601,Diploma in Accountancy,,,,7
KITALE TTI,1101699,Diploma in Entrepreneurship Education,,,,3
KITALE TTI,1101701,Diploma in Automotive Engineering,,,,9
KITALE TTI,1101703,Diploma in Quantity Surveying,,,,10
KITALE TTI,1101706,Diploma in Civil Engineering,,,,9
KITALE TTI,1101708,Diploma in Mechanical Engineering (Plant),,,,9
KITALE TTI,1101711,Diploma in Applied Biology,,,,18
KITALE TTI,1101713,Diploma in Environmental Science,,,,20
KITALE TTI,1101714,Diploma in Analytical Chemistry,,,,9
KITALE TTI,1101717,Diploma in Electrical (Telecommunication),,,,9
KITALE TTI,1101722,Diploma in General Agriculture,,,,20
KITALE TTI,1101727,Diploma in Project Management,,,,3
KITALE TTI,1101741,Diploma in Banking & Finance,,,,7
KITALE TTI,1101746,Diploma in Supply Chain Management,,,,7
KITALE TTI,1101750,Diploma in Information Science,,,,11
KITALE TTI,1101751,Diploma in Business Management,,,,7
KITALE TTI,1101758,Diploma in Information Communication Technology,,,,9
KITALE TTI,1101789,Diploma in Human Resource Management,,,,3
KITALE TTI,1101792,Diploma in Agriculture Engineering,,,,9
KITALE TTI,1101795,Diploma in Medical Engineering,,,,9
KITALE TTI,1101799,Diploma in Chemical Engineering,,,,9
KITALE TTI,1101803,Diploma in Land Surveying,,,,9
KITALE TTI,1101808,Diploma in Mechanical Engineering (Production),,,,9
KITALE TTI,1101817,Diploma in Electrical (Instrumentation),,,,9
KITALE TTI,1101835,Diploma in Road Construction,,,,9
KITALE TTI,1101853,Diploma in Computer Studies,,,,11
KITALE TTI,1101876,Diploma in Building Technology,,,,10
KITALE TTI,1101901,Diploma in Secretarial Studies,,,,3
KITALE TTI,1101908,Diploma in Mechanical Engineering (Automotive),,,,9
KITALE TTI,1101917,Diploma in Electrical and Electronics (Power),,,,9
KITALE TTI,1101960,Diploma in Water Technology (Water Supply Option),,,,20
KITALE TTI,1101987,Diploma in Entrepreneurial Agriculture,,,,12
KMTC,1235743,Diploma in Health Records and Information Technology,,,,7
KMTC,1235760,Diploma in Clinical Medicine,,,,18
KMTC,1235761,Diploma in Physiotherapy,,,,18
KMTC,1235788,Diploma in Enviromental Health Sciences,,,,18
KMTC,1235790,Diploma in Community Nutrition,,,,20
KMTC,1235794,Diploma in Medical Laboratory Sciences,,,,18
KMTC,1235795,Diploma in Medical Engineering,,,,9
KMTC,1235797,Diploma in Optometry,,,,18
KMTC,1235823,Diploma in Community Health Nursing,,,,18
KMTC,1235824,"Diploma in Registered Nursing, Mental Health and Psychiatry",,,,18
KMTC,1235825,Diploma in Medical Imaging Science,,,,18
KMTC,1235826,Diploma in Community Oral Health,,,,18
KMTC,1235827,Diploma in Occupational Therapy,,,,18
KMTC,1235828,Diploma in Dental Technology,,,,18
KMTC,1235829,Diploma in Pharmacy,,,,18
KMTC,1235830,Diploma in Orthopaedic Technology,,,,18
KSM POLY,1074552,Diploma in Social Work & Community Development,,,,3
KSM POLY,1074555,Diploma in Sales and Marketing,,,,7
KSM POLY,1074601,Diploma in Accountancy,,,,7
KSM POLY,1074701,Diploma in Automotive Engineering,,,,9
KSM POLY,1074706,Diploma in Civil Engineering,,,,9
KSM POLY,1074708,Diploma in Mechanical Engineering (Plant),,,,9
KSM POLY,1074711,Diploma in Applied Biology,,,,18
KSM POLY,1074714,Diploma in Analytical Chemistry,,,,9
KSM POLY,1074715,Diploma in Computer Studies,,,,11
KSM POLY,1074727,Diploma in Project Management,,,,3
KSM POLY,1074734,Diploma in Transport Management,,,,9
KSM POLY,1074739,Diploma in Construction Plant,,,,9
KSM POLY,1074746,Diploma in Supply Chain Management,,,,7
KSM POLY,1074751,Diploma in Business Management,,,,7
KSM POLY,1074756,Diploma in Food & Beverage Management,,,,20
KSM POLY,1074758,Diploma in Information Communication Technology,,,,9
KSM POLY,1074789,Diploma in Human Resource Management,,,,3
KSM POLY,1074794,Diploma in Medical Laboratory Sciences,,,,18
KSM POLY,1074808,Diploma in Mechanical Engineering (Production),,,,9
KSM POLY,1074810,Diploma in Cooperative Development,,,,7
KSM POLY,1074829,Diploma in Pharmacy,,,,18
KSM POLY,1074833,Diploma in Library and Information Studies,,,,2
KSM POLY,1074876,Diploma in Building Technology,,,,10
KSM POLY,1074901,Diploma in Secretarial Studies,,,,3
KSM POLY,1074928,Diploma in Electrical and Electronic Technology (Power Option),,,,9
KSM POLY,1074987,Diploma in Entrepreneurship Development,,,,12
KTTC,1268555,Diploma in Sales and Marketing,,,,7
KTTC,1268601,Diploma in Accountancy,,,,7
KTTC,1268701,Diploma in Automotive Engineering,,,,9
KTTC,1268706,Diploma in Civil Engineering,,,,9
KTTC,1268717,Diploma in Electrical & Electronic Engineering (Telecommunication Option),,,,9
KTTC,1268722,Diploma in Agriculture,,,,20
KTTC,1268727,Diploma in Project Management,,,,3
KTTC,1268746,Diploma in Supply Chain Management,,,,7
KTTC,1268751,Diploma in Business Management,,,,7
KTTC,1268758,Diploma in Information Communication Technology,,,,9
KTTC,1268789,Diploma in Human Resource Management,,,,3
KTTC,1268808,Diploma in Mechanical Engineering (Production Option),,,,9
KTTC,1268810,Diploma in Co-operative Management,,,,7
KTTC,1268817,Diploma in Electrical & Electronics Engineering (Control & Instrumentation),,,,9
KTTC,1268876,Diploma in Building Construction,,,,10
KTTC,1268917,Diploma in Electrical & Electronics Engineering (Power Option),,,,9
KTTC,1268933,Diploma in Information Studies,,,,2
KTTC,1268987,Diploma in Entrepreneurship,,,,3
KWSTI,1092712,Diploma in Environmental Management,,,,20
KWSTI,1092757,Diploma in Tourism and Hospitality Management,,,,2
KWSTI,1092837,Diploma in Fisheries and Aquatic Sciences,,,,20
KWSTI,1092843,Diploma in Wildlife Management,,,,20
LUGARI TTC,1410902,Diploma in Teacher Education (English / Cre),,,,3
LUGARI TTC,1410903,Diploma in Teacher Education (English / History),,,,3
LUGARI TTC,1410905,Diploma in Teacher Education (Kiswahili / History),,,,3
LUGARI TTC,1410909,Diploma in Teacher Education (History / Cre),,,,3
LUGARI TTC,1410910,Diploma in Teacher Education (Mathematics / Business Studies),,,,3
LUGARI TTC,1410951,Diploma in Teacher Education (Kiswahili / Cre),,,,3
LUGARI TTC,1410952,Diploma in Teacher Education (English and Geography),,,,3
LUGARI TTC,1410953,Diploma in Teacher Education (Geography/ History),,,,3
LUGARI TTC,1410955,Diploma in Teacher Education (Maths / Geography),,,,3
MAASAI TTI,1081556,Diploma in Food and Beverage,,,,20
MAASAI TTI,1081701,Diploma in Automotive Engineering,,,,9
MAASAI TTI,1081706,Diploma in Civil Engineering,,,,9
MAASAI TTI,1081708,Diploma in Mechanical Engineering,,,,9
MAASAI TTI,1081746,Diploma in Supliles Chain Management,,,,7
MAASAI TTI,1081751,Diploma in Business Management,,,,7
MAASAI TTI,1081758,Diploma in Information Communication Technology (ICT),,,,9
MAASAI TTI,1081771,Diploma in Community Development,,,,3
MAASAI TTI,1081789,Diploma in Human Resource Management,,,,3
MAASAI TTI,1081858,Diploma in Information Technology,,,,9
MAASAI TTI,1081876,Diploma in Building Technology,,,,10
MAASAI TTI,1081901,Diploma in Secretarial Studies,,,,3
MAASAI TTI,1081917,Diploma in Electrical Engineering (Power),,,,9
MATHENGE TTI,1072556,Diploma in Food and Beverage Management,,,,20
MATHENGE TTI,1072557,Diploma in Clothing Technology,,,,15
MATHENGE TTI,1072655,Diploma in Marketing,,,,7
MATHENGE TTI,1072701,Diploma in Automotive Engineering,,,,9
MATHENGE TTI,1072751,Diploma in Business Management,,,,7
MATHENGE TTI,1072758,Diploma in Information Communication Technology,,,,9
MATHENGE TTI,1072789,Diploma in Human Resource Management,,,,3
MATHENGE TTI,1072810,Diploma in Cooperative Management,,,,7
MATHENGE TTI,1072876,Diploma in Building Technology,,,,10
MATILI TTI,1307552,Diploma in Social Work & Community Development,,,,3
MATILI TTI,1307557,Diploma in Fashion Design & Garment Making Technology,,,,15
MATILI TTI,1307701,Diploma in Automotive Engineering,,,,9
MATILI TTI,1307706,Diploma in Civil Engineering,,,,9
MATILI TTI,1307708,Diploma in Mechanical Engineering,,,,9
MATILI TTI,1307715,Diploma in Computer Science,,,,11
MATILI TTI,1307746,Diploma in Supply Chain Management,,,,7
MATILI TTI,1307751,Diploma in Business Management,,,,7
MATILI TTI,1307753,Diploma in Business Administration,,,,7
MATILI TTI,1307758,Diploma in Information Communication Technology,,,,9
MATILI TTI,1307789,Diploma in Human Resource Management,,,,3
MATILI TTI,1307876,Diploma in Building Construction,,,,10
MATILI TTI,1307917,Diploma in Electrical Engineering (Power Option),,,,9
MERU TTI,1083552,Diploma in Social Work & Community Development,,,,3
MERU TTI,1083555,Diploma in Sales & Marketing,,,,7
MERU TTI,1083557,Diploma in Clothing Technology,,,,15
MERU TTI,1083601,Diploma in Accountancy,,,,7
MERU TTI,1083655,Diploma in Marketing,,,,7
MERU TTI,1083706,Diploma in Civil Engineering,,,,9
MERU TTI,1083711,Diploma in Applied Biology,,,,18
MERU TTI,1083714,Diploma in Analytical Chemistry,,,,9
MERU TTI,1083722,Diploma in Agriculture,,,,20
MERU TTI,1083746,Diploma in Supply Chain Management,,,,7
MERU TTI,1083751,Diploma in Business Management,,,,7
MERU TTI,1083758,Diploma in Information Communication Technology,,,,9
MERU TTI,1083789,Diploma in Human Resource Management,,,,3
MERU TTI,1083810,Diploma in Co-operative Management,,,,7
MERU TTI,1083876,Diploma in Building Technology,,,,10
MERU TTI,1083901,Diploma in Secretarial Studies,,,,3
MERU TTI,1083908,Diploma in Mechanical Engineering (Automotive),,,,9
MERU TTI,1083917,Diploma in Electrical & Electronics Engineering (Power),,,,9
MICHUKI TTI,1382556,Diploma in Food and Beverage (Production and Service),,,,20
MICHUKI TTI,1382557,Diploma in Clothing Technology,,,,15
MICHUKI TTI,1382601,Diploma in Accountancy,,,,7
MICHUKI TTI,1382701,Diploma in Automotive Engineering,,,,9
MICHUKI TTI,1382746,Diploma in Supply Chain Management,,,,7
MICHUKI TTI,1382753,Diploma in Business Administration/management,,,,7
MICHUKI TTI,1382758,Diploma Information Communication Technology,,,,9
MICHUKI TTI,1382789,Diploma in Human Resource,,,,3
MICHUKI TTI,1382810,Diploma in Cooperative Management,,,,7
MICHUKI TTI,1382901,Diploma in Secretarial Studies,,,,3
MICHUKI TTI,1382917,Diploma in Electrical Engineering (Power),,,,9
MITUNGUU TTI,1450552,Diploma in Social Work & Community Development,,,,3
MITUNGUU TTI,1450555,Diploma in Sales and Marketing,,,,7
MITUNGUU TTI,1450601,Diploma in Accountancy,,,,7
MITUNGUU TTI,1450722,Diploma in Agriculture,,,,20
MITUNGUU TTI,1450741,Diploma in Banking & Finance,,,,7
MITUNGUU TTI,1450746,Diploma in Supliles Chain Management,,,,7
MITUNGUU TTI,1450751,Diploma in Business Management,,,,7
MITUNGUU TTI,1450758,Diploma Information Communication Technology,,,,9
MITUNGUU TTI,1450789,Diploma in Human Resource Management,,,,3
MITUNGUU TTI,1450810,Diploma in Cooperative Management,,,,7
MITUNGUU TTI,1450915,Diploma in Computerized Secretarial Studies,,,,3
MITUNGUU TTI,1450917,Diploma in Electrical & Electronics Engineering (Power Option),,,,9
MOMBASA TTI,1113552,Diploma in Social Work & Community Development,,,,3
MOMBASA TTI,1113555,Diploma in Sales & Marketing,,,,7
MOMBASA TTI,1113557,Diploma in Clothing Technology,,,,15
MOMBASA TTI,1113601,Diploma in Accountancy,,,,7
MOMBASA TTI,1113687,Diploma in Catering & Accommodation Management,,,,2
MOMBASA TTI,1113701,Diploma in Automotive Engineering,,,,9
MOMBASA TTI,1113706,Diploma in Civil Engineering,,,,9
MOMBASA TTI,1113708,Diploma in Mechanical Engineering,,,,9
